ссылка,комнаты,площадь,этаж,цена в месяц,залог,комиссия,ЖКУ и счетчики,адрес,станция метро,шаговая доступность,ссылка на агенство,агенство,количество завершенных сделок ,реквизиты статус
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_33_m_39_et._3773139034,1-к. квартира,33 м²,3/9 эт.,44 000  , 44 000 , 50%,ЖКУ включены без счетчиков,"Петрозаводская ул., 21",Беломорская,11–15 мин.,https://www.avito.ru/user/c959426b74875cd16e1c02a0dd647360/profile?src=search_seller_info,ИНКОМ-Недвижимость,107504,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_56_m_417_et._2481297880,2-к. квартира,56 м²,4/17 эт.,50 000  , 50 000 , 50%,ЖКУ включены без счетчиков,"ул. Газопровод, 15",Улица академика Янгеля,11–15 мин.,https://www.avito.ru/user/a61d8aff14bb1151441dfbc1cace37b4/profile?src=search_seller_info,Capital Mars,62317,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_40_m_517_et._4042479223,1-к. квартира,40 м²,5/17 эт.,50 000  , 50 000 , 50%,ЖКУ 0 ₽ + счетчики,"ул. Намёткина, 15",Новые Черёмушки,11–15 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_44_m_833_et._3837939276,1-к. квартира,44 м²,8/33 эт.,67 000  , 67 000 ,0%,ЖКУ включены без счетчиков,"ул. Михайлова, 30Ак6",Окская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_43_m_59_et._4178143196,2-к. квартира,43 м²,5/9 эт.,49 999  , 49 999 , 50%,ЖКУ 5 000 ₽ + счетчики,"ул. Плещеева, 7",Бибирево,6–10 мин.,https://www.avito.ru/user/9f6b5a827927e3b20b4330e78aa50428/profile?src=search_seller_info,Марина,107,Документы проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_40_m_812_et._3801277943,1-к. квартира,40 м²,8/12 эт.,90 000  , 90 000 , 50%,ЖКУ включены без счетчиков,"Оружейный пер., 5",Маяковская,до 5 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_56_m_1117_et._3825289323,2-к. квартира,56 м²,11/17 эт.,70 000  , 70 000 ,0%,ЖКУ включены без счетчиков,"Варшавское ш., 152к4",Улица академика Янгеля,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/4-k._kvartira_79_m_327_et._3485184720,4-к. квартира,79 м²,3/27 эт.,120 000  , 120 000 ,0%,ЖКУ 8 000 ₽ + счетчики,"Аминьевское ш., 4Дк2",Аминьевская,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_48_m_55_et._3845443411,2-к. квартира,48 м²,5/5 эт.,50 000  ,50 000 ,0%,ЖКУ включены без счетчиков,"Мещёрский пер., 10","Мещёрский пер., 10",до 5 мин.,,3 дня назад,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_36_m_1933_et._4044293183,1-к. квартира,36 м²,19/33 эт.,60 000  , 60 000 ,0%,ЖКУ включены без счетчиков,"Новохохловская ул., 15к2",Новохохловская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_55_m_922_et._3711525002,2-к. квартира,55 м²,9/22 эт.,80 000  , 80 000 , 50%,ЖКУ включены без счетчиков,"Родниковая ул., 30к3",Саларьево,16–20 мин.,https://www.avito.ru/user/34d4f5212d3f9203251e711dc44a2c46/profile?src=search_seller_info,Михаил,97,Документы проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_30_m_78_et._3919755895,1-к. квартира,30 м²,7/8 эт.,60 000  , 60 000 , 60%,ЖКУ включены без счетчиков,"Большой Кондратьевский пер., 8с1",Белорусская,до 5 мин.,https://www.avito.ru/user/e0bea30d648653b3b990e2e0b0651ad4/profile?src=search_seller_info,Градсити,1018,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_25_m_915_et._3840884288,Апартаменты-студия,25 м²,9/15 эт.,65 000  , 65 000 , 60%,ЖКУ включены без счетчиков,"Подъёмная ул., 14с37",Авиамоторная,16–20 мин.,https://www.avito.ru/user/48dd3c30dec60e242e6967cf4cd49079/profile?src=search_seller_info,A Search,1217,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_443_m_45_et._3824902336,2-к. квартира,"44,3 м²",4/5 эт.,50 000  , 50 000 , 60%,ЖКУ включены без счетчиков,"Ленинградское ш., 74",Речной вокзал,6–10 мин.,https://www.avito.ru/user/821fb8d97bf718b45abd97d0b038c66d/profile?src=search_seller_info,"АН ""Бест"" офис на речном",2278,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_55_m_633_et._4042403714,2-к. квартира,55 м²,6/33 эт.,60 000  , 60 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"Амурская ул., 2Ак3",Локомотив,6–10 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_60_m_1014_et._3808194708,2-к. квартира,60 м²,10/14 эт.,69 000  , 69 000 , 60%,ЖКУ включены без счетчиков,"Белореченская ул., 6",Люблино,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_65_m_79_et._4041599410,3-к. квартира,65 м²,7/9 эт.,65 000  , 65 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"Ясногорская ул., 3",Ясенево,6–10 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_40_m_812_et._3801277943,1-к. квартира,40 м²,8/12 эт.,90 000  , 90 000 , 50%,ЖКУ включены без счетчиков,"Оружейный пер., 5",Маяковская,до 5 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_56_m_1117_et._3825289323,2-к. квартира,56 м²,11/17 эт.,70 000  , 70 000 ,0%,ЖКУ включены без счетчиков,"Варшавское ш., 152к4",Улица академика Янгеля,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/4-k._kvartira_79_m_327_et._3485184720,4-к. квартира,79 м²,3/27 эт.,120 000  , 120 000 ,0%,ЖКУ 8 000 ₽ + счетчики,"Аминьевское ш., 4Дк2",Аминьевская,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_48_m_55_et._3845443411,2-к. квартира,48 м²,5/5 эт.,50 000  ,50 000 ,0%,ЖКУ включены без счетчиков,"Мещёрский пер., 10",,до 5 мин.,,3 дня назад,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_36_m_1933_et._4044293183,1-к. квартира,36 м²,19/33 эт.,60 000  , 60 000 ,0%,ЖКУ включены без счетчиков,"Новохохловская ул., 15к2",Новохохловская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_36_m_620_et._4257825290,1-к. квартира,36 м²,6/20 эт.,50 000  , 50 000 ,0%,ЖКУ включены без счетчиков,"квартал № 100, 1к3",Мякинино,от 31 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_65_m_1417_et._3804764013,2-к. квартира,65 м²,14/17 эт.,65 000  , 65 000 , 50%,ЖКУ включены без счетчиков,"ул. Авиаторов, 20",Солнцево,11–15 мин.,https://www.avito.ru/user/0c952e525c08ad9b9203126a50fb3801/profile?src=search_seller_info,Светлана,357,Документы проверены
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_30_m_78_et._3799072816,Квартира-студия,30 м²,7/8 эт.,77 000  , 77 000 , 50%,ЖКУ включены без счетчиков,"Электрозаводская ул., 14с1",Электрозаводская,6–10 мин.,https://www.avito.ru/user/9c8c7470336174b4cca1402f0ec2ff59/profile?src=search_seller_info,EMPIRE HOME,5215,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_50_m_1723_et._4042316315,1-к. квартира,50 м²,17/23 эт.,50 000  , 50 000 , 50%,ЖКУ 0 ₽ + счетчики,"ул. Недорубова, 20к1",Некрасовка,6–10 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_32_m_99_et._2428821387,1-к. квартира,32 м²,9/9 эт.,40 000  , 40 000 ,0%,ЖКУ включены без счетчиков,"ул. Маршала Чуйкова, 7к3",Кузьминки,11–15 мин.,https://www.avito.ru/user/c9424ee1d218b8888aeb780adfa74b22/profile?src=search_seller_info,Дмитрий,285,Документы проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_53_m_99_et._3974504977,2-к. квартира,53 м²,9/9 эт.,45 000  , 45 000 , 50%,ЖКУ включены без счетчиков,"Куликовская ул., 9к1",Бульвар Дмитрия Донского,11–15 мин.,https://www.avito.ru/user/0154de8007a456eb05ff5ea16efff48d/profile?src=search_seller_info,ER estate,18,Документы проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_58_m_212_et._3791578762,2-к. квартира,58 м²,2/12 эт.,65 000  ,65 000 ,0%,ЖКУ включены без счетчиков,"Ленинградское ш., 228к3",,,,1 день назад,,Онлайн-показ
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_38_m_23_et._3762658578,1-к. квартира,38 м²,2/3 эт.,38 000  , 38 000 ,0%,ЖКУ включены без счетчиков,"пос. Коммунарка, ул. Потаповская Роща, 12к1",Бунинская аллея,от 31 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_15_m_24_et._3710653328,1-к. квартира,15 м²,2/4 эт.,35 000  , 35 000 , 50%,ЖКУ включены без счетчиков,"Новоданиловский пр., 4",Тульская,11–15 мин.,https://www.avito.ru/user/3f08526859f379b3647219dda61b3723/profile?src=search_seller_info,ГОРОБМЕН,18903,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_48_m_58_et._3974472177,2-к. квартира,48 м²,5/8 эт.,100 000  , 200 000 ,0%,ЖКУ включены без счетчиков,"1-я Тверская-Ямская ул., 13с1",Белорусская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_36_m_822_et._3837595442,1-к. квартира,36 м²,8/22 эт.,60 000  , 60 000 ,0%,ЖКУ 5 500 ₽ + счетчики,"жилой комплекс Филатов Луг, ул. Картмазовские Пруды, 2к1",Филатов луг,от 31 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_40_m_89_et._4042389546,1-к. квартира,40 м²,8/9 эт.,50 000  ,0, 50%,ЖКУ 3 000 ₽ + счетчики,"Фрязевская ул., 13",Новогиреево,6–10 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_38_m_1115_et._3930839750,1-к. квартира,38 м²,11/15 эт.,49 500  ,0,0%,ЖКУ включены без счетчиков,"пос. Коммунарка, ул. Потаповская Роща, 24к2",Улица Горчакова,21–30 мин.,https://www.avito.ru/user/934fb508d6a86abd6f0c88c32027d0b9/profile?src=search_seller_info,Яндекс Аренда,40123,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_40_m_1014_et._3888280897,2-к. квартира,40 м²,10/14 эт.,55 000  , 55 000 , 60%,ЖКУ включены без счетчиков,"Нагорная ул., 23к3",Нагорная,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_45_m_45_et._3877223719,2-к. квартира,45 м²,4/5 эт.,70 000  , 70 000 ,0%,ЖКУ включены без счетчиков,"Сормовская ул., 17к1",Юго-Восточная,6–10 мин.,https://www.avito.ru/user/d4182fe22ec00797b45f3d46885f0e88/profile?src=search_seller_info,Антон,6,Документы проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_64_m_917_et._1243633423,2-к. квартира,64 м²,9/17 эт.,60 000  , 60 000 ,0%,ЖКУ 3 000 ₽ + счетчики,"ул. Бориса Пастернака, 35",Пыхтино,21–30 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_42_m_438_et._4009750723,2-к. квартира,42 м²,4/38 эт.,95 000  , 95 000 ,0%,ЖКУ 5 000 ₽ + счетчики,"Мосфильмовская ул., 98к2",Аминьевская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_48_m_328_et._3974466473,2-к. квартира,48 м²,3/28 эт.,100 000  , 100 000 , 50%,ЖКУ включены без счетчиков,"Винницкая ул., 8к2",Раменки,6–10 мин.,https://www.avito.ru/user/59cc2e2c8be6508192f7119b58eb5d7b/profile?src=search_seller_info,ERA,480,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_411_m_2532_et._2751269093,2-к. квартира,"41,1 м²",25/32 эт.,77 000  , 77 000 , 50%,ЖКУ включены без счетчиков,"Большая Очаковская ул., 2",Аминьевская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_20_m_1623_et._3907764386,Квартира-студия,20 м²,16/23 эт.,50 000  , 50 000 ,0%,ЖКУ включены без счетчиков,"1-й Грайвороновский пр., 13к3",Текстильщики,21–30 мин.,,,,
